"study_id","fcs_files","cluster_id","label","fcs_names","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","CD25","CTLA-4","CD69","CD45RA","CD3","CD127","CD103","KI67","CD8","CD4","FOX-P3","TIME","fraction"
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D129 - New Treg Thymus Stain D129 10-25-2013--Specimen_001_MLN.622907.fcs","cluster4","CD103-|CD127-|CD25+|CD3+|CD69+|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_Colon.623028.fcs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D135 NX5KEL-F--Specimen_001_MLN.622930.fcs","cluster4","CD103-|CD127-|CD25+|CD3+|CD69+|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_Ileum.623029.fcs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D184 - Farber Joe New Treg D184--Specimen_001_MLN.623033.fcs","cluster4","CD103-|CD127-|CD25+|CD3+|CD69+|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_ILN.623030.fcs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_MLN.623203.fcs","cluster4","CD103-|CD127-|CD25+|CD3+|CD69+|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_Jejunum.623031.fcs",262143,255138.5,67335.20703125,262143,124666,137938.765625,5.31270170211792,6.9497377872467,6.01792478561401,7.97250485420227,7.75800728797913,-4.78547644615173,-4.96283578872681,5.05752301216125,5.5722815990448,6.65472197532654,5.41666221618652,13623.6000976562,0.0052
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D107 Treg Stain 5-6-2014--Specimen_001_MLN.622746.fcs","cluster5","CD127-|CD4-|CD45RA-|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_BLD.623026.fcs",95975.12890625,66668,88327.63671875,114271.3984375,82935,84984.3984375,1.89135271310806,2.39182364940643,1.65840381383896,1.4013147354126,3.08265674114227,-2.25027561187744,-0.819619864225388,1.20464879274368,0.518273532390594,0.466683894395828,1.85761475563049,4527.35009765625,0.216
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D129 - New Treg Thymus Stain D129 10-25-2013--Specimen_001_MLN.622907.fcs","cluster5","CD127-|CD4-|CD45RA-|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_Colon.623028.fcs",36852.19921875,34972,67809.5234375,15321.599609375,14716,65430.1484375,1.75378274917603,3.32136750221252,1.20512056350708,2.70333290100098,2.01851487159729,-1.57994365692139,-0.994972467422485,1.41702473163605,0.748757541179657,0.957655191421509,1.62912154197693,12307.7998046875,0.275
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D135 NX5KEL-F--Specimen_001_MLN.622930.fcs","cluster5","CD127-|CD4-|CD45RA-|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_Ileum.623029.fcs",45536.64453125,39493,74247.30859375,14997.6743164062,13612.5,70518.16796875,0.879306256771088,2.22722995281219,0.721553474664688,1.65934687852859,1.43309265375137,-1.21158963441849,-0.234315447509289,0.929659873247147,0.25307334959507,0.206161722540855,1.34494054317474,4487.05004882812,0.22
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D184 - Farber Joe New Treg D184--Specimen_001_MLN.623033.fcs","cluster5","CD127-|CD4-|CD45RA-|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_ILN.623030.fcs",60091.19921875,53297,72226.75,15931.8603515625,15036,68491.9609375,1.6963084936142,3.52759194374084,1.52308988571167,2.20115923881531,2.13987898826599,-1.35673987865448,-1.41272294521332,1.68578004837036,2.33456444740295,0.813632309436798,1.35666370391846,9495.5,0.0554
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_MLN.623203.fcs","cluster5","CD127-|CD4-|CD45RA-|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_Jejunum.623031.fcs",47026.171875,39712,74613.4140625,15821.0205078125,14581,70466.296875,1.56459021568298,2.80253887176514,1.06091201305389,2.29706740379333,1.55999064445496,-1.3624073266983,-0.454770922660828,1.11361539363861,1.07315349578857,0.85530561208725,1.41176247596741,12747.7001953125,0.1542
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D107 Treg Stain 5-6-2014--Specimen_001_MLN.622746.fcs","cluster6","CD3-|CD4-|CD45RA-|CD8-","D184 - Farber Joe New Treg D184--Specimen_001_BLD.623026.fcs",95396.453125,66438.5,88151.66796875,113316.4453125,84786.5,84984.3984375,1.85261261463165,2.27055585384369,1.63239055871964,1.2769421339035,3.03036499023438,-2.20961391925812,-0.762362450361252,1.21437072753906,-0.273526698350906,0.47192694246769,1.83368992805481,4506.75,0.1412
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D129 - New Treg Thymus Stain D129 10-25-2013--Specimen_001_MLN.622907.fcs","cluster6","CD3-|CD4-|CD45RA-|CD8-","D184 - Farber Joe New Treg D184--Specimen_001_Colon.623028.fcs",28028,27008,66195.0859375,9982.349609375,9829,64582.3515625,1.00036597251892,2.23873925209045,0.590602397918701,1.33751738071442,1.5188981294632,-0.873467981815338,-0.525590121746063,1.08207321166992,-0.821431457996368,0.631898939609528,1.14351117610931,12386.599609375,0.2326
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D135 NX5KEL-F--Specimen_001_MLN.622930.fcs","cluster6","CD3-|CD4-|CD45RA-|CD8-","D184 - Farber Joe New Treg D184--Specimen_001_Ileum.623029.fcs",30886.625,28178,69148.73828125,10970.3994140625,10672,66551.19921875,0.452414944767952,1.17256289720535,0.322245836257935,0.450228378176689,1.10652995109558,-0.580505907535553,0.126330334693193,0.672537744045258,-0.660682678222656,0.222257800400257,0.973591476678848,4312.69995117188,0.2496
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D184 - Farber Joe New Treg D184--Specimen_001_MLN.623033.fcs","cluster6","CD3-|CD4-|CD45RA-|CD8-","D184 - Farber Joe New Treg D184--Specimen_001_ILN.623030.fcs",52379.337890625,47993.5,71371.2890625,14006.16015625,13616.5,67840.91015625,1.47143107652664,2.8968071937561,1.88311785459518,2.19799506664276,1.81809192895889,0.505711704492569,-0.775390177965164,1.99953699111938,-0.0767189525067806,0.454686343669891,1.24485373497009,9034.7001953125,0.0192
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_MLN.623203.fcs","cluster6","CD3-|CD4-|CD45RA-|CD8-","D184 - Farber Joe New Treg D184--Specimen_001_Jejunum.623031.fcs",25672.140625,24073,70720.9375,10657.2001953125,9972,66382.3984375,1.05663096904755,2.0680079460144,0.685230374336243,1.61901414394379,1.04241132736206,-0.6206955909729,0.090841181576252,1.01006948947906,-0.923810303211212,0.701563596725464,1.02555239200592,13048.900390625,0.1226
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D107 Treg Stain 5-6-2014--Specimen_001_MLN.622746.fcs","cluster7","CD103-|CD127-|CD25+|CD4-|CD69+|CTLA-4+|KI67+","D184 - Farber Joe New Treg D184--Specimen_001_BLD.623026.fcs",91978.125,86637,69576.2578125,123119,117442,68703.921875,4.76459360122681,5.66917133331299,3.83666396141052,5.23547697067261,3.28104996681213,-3.75383758544922,-3.7627170085907,3.1589879989624,2.99150633811951,2.38865613937378,2.96392321586609,3102.60009765625,2e-04
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D129 - New Treg Thymus Stain D129 10-25-2013--Specimen_001_MLN.622907.fcs","cluster7","CD103-|CD127-|CD25+|CD4-|CD69+|CTLA-4+|KI67+","D184 - Farber Joe New Treg D184--Specimen_001_Colon.623028.fcs",107334.53125,106076,68035.61328125,42279.296875,40634.5,67498.734375,5.1219539642334,5.48679399490356,5.208012342453,6.26445531845093,3.11521005630493,-3.17149460315704,-3.67554521560669,2.41673862934113,1.39993965625763,1.81367218494415,3.51986682415009,13080.1499023438,0.0068
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D135 NX5KEL-F--Specimen_001_MLN.622930.fcs","cluster7","CD103-|CD127-|CD25+|CD4-|CD69+|CTLA-4+|KI67+","D184 - Farber Joe New Treg D184--Specimen_001_Ileum.623029.fcs",135344.4375,128440,69058.96875,49621.94921875,48932,66460.0703125,5.00414991378784,5.586097240448,5.0666446685791,6.09312343597412,2.75803518295288,-3.54419302940369,-3.69126200675964,2.58492207527161,2.50145864486694,1.68897652626038,3.42194867134094,548.400024414062,2e-04
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D184 - Farber Joe New Treg D184--Specimen_001_MLN.623033.fcs","cluster7","CD103-|CD127-|CD25+|CD4-|CD69+|CTLA-4+|KI67+","D184 - Farber Joe New Treg D184--Specimen_001_ILN.623030.fcs",262143,255744,67175.78125,262143,251121,67052.9375,5.07575130462646,5.41603183746338,4.06952476501465,4.44135522842407,4.31206178665161,-4.17920303344727,-3.29279351234436,4.10955476760864,2.14430952072144,2.5767719745636,4.7726469039917,3677,0.0014
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_MLN.623203.fcs","cluster7","CD103-|CD127-|CD25+|CD4-|CD69+|CTLA-4+|KI67+","D184 - Farber Joe New Treg D184--Specimen_001_Jejunum.623031.fcs",262143,255093,67335.6015625,67904.34375,64918.5,67842.16796875,5.05857801437378,5.46586966514587,5.27966380119324,6.05216526985168,2.78345215320587,-3.38891124725342,-3.43932175636292,2.77760016918182,1.81929570436478,1.80408710241318,3.54536211490631,11726.400390625,0.0048
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D107 Treg Stain 5-6-2014--Specimen_001_MLN.622746.fcs","cluster8","CD4-|CD45RA-","D184 - Farber Joe New Treg D184--Specimen_001_BLD.623026.fcs",89650.78125,64781,86497.78125,106339.8671875,77280,83723.4296875,1.84043264389038,2.34188342094421,1.67549324035645,1.46284651756287,3.06546425819397,-2.16390585899353,-0.671367347240448,1.16908800601959,0.576322734355927,0.442205876111984,1.77933204174042,4491.2998046875,0.2418
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D129 - New Treg Thymus Stain D129 10-25-2013--Specimen_001_MLN.622907.fcs","cluster8","CD4-|CD45RA-","D184 - Farber Joe New Treg D184--Specimen_001_Colon.623028.fcs",34433.62890625,31940,67995.125,12512.849609375,12009,65242.109375,1.47400140762329,2.66973423957825,0.996484696865082,2.29725861549377,1.92059409618378,-0.851174652576447,-0.392526239156723,1.08518779277802,0.804429173469543,0.686994552612305,1.42697107791901,12309.2998046875,0.4578
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D135 NX5KEL-F--Specimen_001_MLN.622930.fcs","cluster8","CD4-|CD45RA-","D184 - Farber Joe New Treg D184--Specimen_001_Ileum.623029.fcs",42929.80859375,37462,72792.8671875,13700.3994140625,12861,68423.203125,0.7504563331604,1.63836097717285,0.580129146575928,1.09840857982635,1.39657688140869,-0.396025002002716,0.197402328252792,0.639507234096527,0.442067801952362,0.240295633673668,1.15120768547058,4353.2001953125,0.4334
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D184 - Farber Joe New Treg D184--Specimen_001_MLN.623033.fcs","cluster8","CD4-|CD45RA-","D184 - Farber Joe New Treg D184--Specimen_001_ILN.623030.fcs",55512.208984375,49355,73260.28125,14891.1000976562,14009.5,69076.5234375,1.72619515657425,3.86800611019135,2.07097434997559,2.50629591941833,2.31071305274963,0.931031107902527,-1.0575532913208,2.09214913845062,2.30510079860687,0.622493535280228,1.3229541182518,8643.5498046875,0.1316
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_MLN.623203.fcs","cluster8","CD4-|CD45RA-","D184 - Farber Joe New Treg D184--Specimen_001_Jejunum.623031.fcs",65825.4609375,55069,73936.7265625,14736.041015625,13365,69805.0546875,1.49624514579773,2.42569828033447,1.1493353843689,2.43138027191162,1.74660468101501,-0.122625462710857,0.584604799747467,1.03183829784393,1.50669944286346,0.62901496887207,1.16313719749451,12947,0.3162
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D107 Treg Stain 5-6-2014--Specimen_001_MLN.622746.fcs","cluster9","CD103-|CD127-|CD4-|CD45RA-|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_BLD.623026.fcs",103046.0234375,71338,90153.37890625,124731.46484375,88889,86725.171875,1.91619747877121,2.39845764636993,1.71183210611343,1.3156458735466,3.14581060409546,-2.32969689369202,-0.95475110411644,1.26234894990921,0.486157014966011,0.446846425533295,1.91941887140274,4554.14990234375,0.1884
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D129 - New Treg Thymus Stain D129 10-25-2013--Specimen_001_MLN.622907.fcs","cluster9","CD103-|CD127-|CD4-|CD45RA-|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_Colon.623028.fcs",33328.677734375,31594.5,66610.19921875,12640.4243164062,12416,64879.298828125,1.59360879659653,3.25363969802856,1.05185574293137,2.53536713123322,1.86831349134445,-1.50006711483002,-1.40575695037842,1.29420161247253,0.694337218999863,0.833554923534393,1.46344482898712,12336.5498046875,0.2144
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D135 NX5KEL-F--Specimen_001_MLN.622930.fcs","cluster9","CD103-|CD127-|CD4-|CD45RA-|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_Ileum.623029.fcs",43648.98828125,37712,73625.09375,13751.849609375,12960,69466.3359375,0.78092485666275,2.261887550354,0.590849101543427,1.35331559181213,1.31230294704437,-1.23229503631592,-0.569176852703094,0.991718351840973,0.208518624305725,0.0931466519832611,1.24003040790558,4470.5,0.1638
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D184 - Farber Joe New Treg D184--Specimen_001_MLN.623033.fcs","cluster9","CD103-|CD127-|CD4-|CD45RA-|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_ILN.623030.fcs",59714.458984375,53166,72399.37890625,15545.740234375,14756.5,68481.96875,1.66155153512955,3.52017438411713,1.44941115379333,2.15063655376434,2.14525103569031,-1.36386436223984,-1.62643665075302,1.58202534914017,2.33058679103851,0.790830105543137,1.31860756874084,9380.599609375,0.048
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_MLN.623203.fcs","cluster9","CD103-|CD127-|CD4-|CD45RA-|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_Jejunum.623031.fcs",34412.041015625,31027,73785.6171875,14244.9106445312,12750.5,69392.68359375,1.47791874408722,2.83292746543884,0.955415636301041,2.1566207408905,1.40200442075729,-1.41926109790802,-0.947051197290421,1.12418913841248,1.01084154844284,0.769142687320709,1.27995139360428,12288.8500976562,0.1112
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D107 Treg Stain 5-6-2014--Specimen_001_MLN.622746.fcs","cluster10","CD127+|CD3+|CD4+|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_BLD.623026.fcs",-4168413.75,257054,0,262143,240448,71449.1484375,7.9361629486084,7.43428421020508,8.07590007781982,7.67880821228027,7.87957048416138,7.36841583251953,7.9292893409729,7.31343650817871,7.44263648986816,8.01049709320068,8.01613521575928,3500.30004882812,2e-04
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D129 - New Treg Thymus Stain D129 10-25-2013--Specimen_001_MLN.622907.fcs","cluster10","CD127+|CD3+|CD4+|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_Colon.623028.fcs",262143,233876,73456.890625,262143,210565,81589.0703125,6.09246921539307,7.95509910583496,4.34327554702759,8.00282669067383,7.50781583786011,6.30758905410767,-6.04733180999756,4.21043491363525,5.76563024520874,5.74499988555908,6.02634906768799,7149.7001953125,2e-04
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D135 NX5KEL-F--Specimen_001_MLN.622930.fcs","cluster10","CD127+|CD3+|CD4+|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_Ileum.623029.fcs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D184 - Farber Joe New Treg D184--Specimen_001_MLN.623033.fcs","cluster10","CD127+|CD3+|CD4+|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_ILN.623030.fcs",262143,255730.5,67179.33203125,262143,154521,112451.453125,6.10162281990051,7.84301519393921,6.57407426834106,7.92733335494995,7.83377051353455,7.185133934021,-5.74808859825134,5.99498963356018,7.88699078559875,7.99228143692017,6.36513710021973,8966.60009765625,0.002
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_MLN.623203.fcs","cluster10","CD127+|CD3+|CD4+|CTLA-4+","D184 - Farber Joe New Treg D184--Specimen_001_Jejunum.623031.fcs",262143,255134,67336.140625,262143,156798.5,109570.703125,5.77660942077637,7.16912174224854,6.45965003967285,7.9492871761322,7.85474419593811,6.20841693878174,-3.35415768623352,4.9013032913208,5.79115438461304,7.31327199935913,5.74685096740723,14338.25,0.0156
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D107 Treg Stain 5-6-2014--Specimen_001_MLN.622746.fcs","cluster11","CD127-|CD4-|CD45RA-","D184 - Farber Joe New Treg D184--Specimen_001_BLD.623026.fcs",94427.125,66017,88219.78125,113066.46875,81968,84819.578125,1.87744200229645,2.35362529754639,1.63999056816101,1.38276863098145,3.06867051124573,-2.22338318824768,-0.788022041320801,1.19089472293854,0.48850217461586,0.46532541513443,1.83523893356323,4560.39990234375,0.2238
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D129 - New Treg Thymus Stain D129 10-25-2013--Specimen_001_MLN.622907.fcs","cluster11","CD127-|CD4-|CD45RA-","D184 - Farber Joe New Treg D184--Specimen_001_Colon.623028.fcs",34948.373046875,33808.5,67356.23828125,13813.2744140625,13302,65182.650390625,1.44761061668396,2.91825890541077,0.942040145397186,2.07976388931274,1.87144029140472,-1.41874176263809,-0.8200723528862,1.27601331472397,0.619624376296997,0.771727025508881,1.47090715169907,12190.6997070312,0.332
"Mesenteric lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D135 NX5KEL-F--Specimen_001_MLN.622930.fcs","cluster11","CD127-|CD4-|CD45RA-","D184 - Farber Joe New Treg D184--Specimen_001_Ileum.623029.fcs",39692.728515625,34832.5,72059.9453125,13445.7744140625,12530,68252.3984375,0.58715882897377,1.81706249713898,0.468595743179321,0.807081133127213,1.28696566820145,-0.974165737628937,-0.0815463215112686,0.76101878285408,0.133060052990913,0.16865211725235,1.17828488349915,4487.80004882812,0.2948
